trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,12,-65.89956178228303,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
2,False,"{'a': 0.5, 'e': 0.99}",30,0,-170.8107438938575,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.9801}",30,0,-112.59474367488916,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.970299}",20,0,-155.91054738672443,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.96059601}",25,0,-52.96982581747303,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.9509900498999999}",30,0,-137.75659414911152,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.941480149401}",25,13,-27.97931140895591,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-51.96882379185858,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9227446944279201}",20,0,-142.25786290326434,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,12,-73.48683861208225,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 1}",1
11,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-107.50075234252638,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-157.75354881592256,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.8863848717161292}",20,0,-75.3537993362775,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,0,-269.4250246859863,"{0: 10, 1: 0, 2: 2, 3: 3, 4: 5}",0
15,False,"{'a': 0.5, 'e': 0.8687458127689782}",25,0,-108.1739643632304,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.8600583546412884}",30,0,-122.16945743409337,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-40.870912967226005,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-63.38317995164846,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8345137614500875}",25,0,-101.44181658362055,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.8261686238355866}",25,0,-96.46565489172734,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8179069375972308}",20,0,-87.40686491776255,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8097278682212584}",30,4,-117.07308831895793,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 2}",1
23,False,"{'a': 0.5, 'e': 0.8016305895390459}",20,0,-106.01940674740486,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7936142836436554}",25,0,-130.7499437029808,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,0,-212.0580982893597,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 4}",0
26,False,"{'a': 0.5, 'e': 0.7778213593991467}",30,0,-90.97398818387424,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.7700431458051551}",35,0,-109.47717256958276,"{0: 27, 1: 1, 2: 5, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7623427143471035}",30,0,-129.61264009772322,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.7547192872036326}",20,0,-41.58485475992694,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-79.4719716119772,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-67.73953377955311,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,0,-61.05032798866194,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.7249803359578534}",25,0,-148.4870484905476,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.7177305325982749}",30,0,-162.48775239686796,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
35,False,"{'a': 0.5, 'e': 0.7105532272722921}",35,19,-51.04351960544921,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,0,-65.98363906599266,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-90.9917064290222,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.6894490858690777}",20,0,-113.2107432007986,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.682554595010387}",20,0,-141.9816357418119,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.6757290490602831}",25,0,-45.73264446431924,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,0,-52.004795290769394,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.6622820409839835}",20,0,-138.72722257364057,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,6,-59.38052477069571,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
44,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,0,-49.529756173999154,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,0,-41.99846896603686,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6361854860638709}",25,9,-31.03869257017066,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.6298236312032323}",30,19,-26.161376135948366,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.6235253948912}",30,0,-139.18592223632655,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.617290140942288}",30,0,-115.90102712035514,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.611117239532865}",25,0,-52.819940681336234,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.6050060671375364}",20,6,-11.412698339081526,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.598956006466161}",20,8,-52.15309716149078,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-53.85739301273444,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,2,-6.070397542520036,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.5811664141181095}",30,0,-1.936895478778767,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5753547499769285}",20,13,-14.521334748599532,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-35.132295430197715,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.5639051904523875}",25,1,-68.40610826137798,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 2}",1
59,False,"{'a': 0.5, 'e': 0.5582661385478637}",30,0,-104.73041159761073,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.5526834771623851}",30,0,-93.31924601751892,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,9,-83.44452772549087,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 1}",1
62,False,"{'a': 0.5, 'e': 0.5416850759668536}",30,0,-79.02761649628962,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.536268225207185}",35,0,-136.50344396531153,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.5309055429551132}",30,0,-85.92930492936122,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.525596487525562}",30,0,4.908143278709544,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,0,-75.51352794596963,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5151371174238033}",30,0,-39.008204878497125,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5099857462495653}",25,16,3.120982336276408,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,0,-33.619802816154994,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,-89.43941680537722,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,0,-33.33217388309354,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,0,-44.75550656096591,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.48499137027416284}",30,0,-81.7160860529757,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.4801414565714212}",30,0,-40.35468288521448,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.47534004200570695}",25,0,-38.38571854754286,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.4705866415856499}",35,0,-109.22384953028187,"{0: 26, 1: 3, 2: 3, 3: 1, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.46588077516979337}",30,0,-16.68070066829676,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.46122196741809546}",20,0,-10.693858632022362,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.4566097477439145}",25,0,-64.8990196547817,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.45204365026647536}",30,5,11.214411739865957,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.4475232137638106}",20,0,-7.2365192790697375,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.4430479816261725}",25,7,-62.15849923936514,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.43861750180991077}",20,0,-72.38022804773657,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.43423132679181164}",35,0,-16.950414064347772,"{0: 30, 1: 2, 2: 2, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,9,19.302169188658024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.4255901233886546}",25,11,-43.61295010276625,"{0: 9, 1: 2, 2: 1, 3: 2, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.421334222154768}",25,5,-36.06208403073017,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41712087993322033}",25,0,-127.49887610730684,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.41294967113388814}",25,0,-60.21499174098492,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.40882017442254925}",20,9,-22.957487300210776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.4047319726783238}",20,0,-64.62670980896628,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.40068465295154054}",25,13,-14.82597478398374,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,0,-65.59925912574496,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.39271102835780486}",20,0,-17.96204128038321,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.3887839180742268}",20,0,-9.552018859078876,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.38489607889348454}",25,17,-0.7212171820749931,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.38104711810454966}",25,6,14.634240114059233,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37723664692350417}",25,0,-34.27895075784798,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.37346428045426916}",30,8,-10.802577432900392,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36972963764972644}",20,0,-16.842593191880773,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.3660323412732292}",20,0,-1.4408632380207231,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.3623720178604969}",20,0,25.286945152530933,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.3587482976818919}",20,0,-48.785243973784944,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.355160814705073}",25,17,16.924256725675527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.35160920655802225}",25,5,20.081788135202924,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.348093114492442}",20,0,-38.497542995101384,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,7,-5.281201862531116,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,0,-7.2552529490357855,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.337754400898902}",25,7,-58.554250976087594,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.334376856889913}",20,0,4.090105244212129,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.33103308832101386}",30,15,3.975175939353866,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,0,-58.86676760596981,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.3244455298634257}",35,14,-18.96096811065485,"{0: 18, 1: 0, 2: 1, 3: 2, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,4.687702126850727,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.3179890638191435}",20,8,7.615307940120056,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,14,4.684363692279888,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,0,-47.89818497557944,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,2,2.941827020572105,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.3054590259283046}",30,20,5.02594507761048,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.30240443566902153}",30,12,-2.237967136816463,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,12,2.719235356209331,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.296386587399208}",25,0,33.97927203458912,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.2934227215252159}",20,5,-27.011228545286265,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,6,9.045016240426593,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2875836093668641}",25,14,13.935221593657136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.28470777327319546}",20,3,11.738214931528322,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2818606955404635}",25,15,12.490799846919078,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,9,7.993289089501757,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2762516676992083}",25,4,-28.0348668796019,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,4,26.086168501334384,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.27075425951199406}",25,5,21.695690237053768,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2680467169168741}",25,16,0.9197053773771966,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,18,22.528919521209748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,0,-2.1298639924703124,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.26008546137772603}",25,10,10.648493869863588,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.25748460676394874}",20,13,0.7751709402692102,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2549097606963093}",20,0,16.14718474202046,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.2523606630893462}",20,3,16.360361623914645,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,0,22.85004997633389,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,5,-7.2560906224823665,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24486529903492948}",30,22,-37.19034242017625,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,14,5.186320944502317,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.2399924795841344}",25,0,-45.86233756986011,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,13,-47.69093143643853,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.23521662924041012}",30,10,-8.882126167961157,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.232864462948006}",20,6,-9.870003163459767,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,0,-38.864166610089875,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,0,30.59034162973653,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.22594815553398728}",25,9,-55.658271759935246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
150,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,3,21.123028482191195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.22145178723886091}",20,13,1.0447886244538687,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2192372693664723}",25,7,-22.442783309296967,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.21704489667280757}",35,7,-27.530631946867313,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.2148744477060795}",20,3,29.55167142083062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.2127257032290187}",25,0,24.974485603509596,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.21059844619672852}",25,13,4.882028945282011,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20849246173476124}",20,2,15.822398461863573,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2064075371174136}",25,1,6.437571759098335,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2043434617462395}",35,0,40.14653272785358,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2023000271287771}",20,6,21.898069813879744,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.2002770268574893}",20,6,13.727412189090622,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19827425658891443}",20,4,-62.6984943743834,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
163,False,"{'a': 0.5, 'e': 0.19629151402302528}",20,8,6.973044820656283,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19432859888279502}",35,27,13.445334881972533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19238531289396707}",25,8,32.21091747736721,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1904614597650274}",20,1,-46.40277282559378,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.1885568451673771}",25,5,27.96442061114038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18667127671570335}",20,12,16.991070952086787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.1848045639485463}",30,15,26.520949183378477,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18295651830906084}",30,11,-10.928524180926193,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,16,8.272887611878915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17931568359471053}",30,0,-13.101168537018996,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.17752252675876343}",25,0,-38.82755812626025,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.1757473014911758}",20,0,20.310205035433977,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.173989828476264}",35,18,-33.89291664170185,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,0,31.41941246799983,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.17052743088958636}",20,0,18.133664268227776,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.1688221565806905}",25,19,13.02746700381925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1671339350148836}",25,15,21.92952990598311,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16546259566473476}",20,7,11.866940389083476,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16380796970808742}",20,3,-3.358193319367719,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16216989001100654}",30,0,-19.792158560441873,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.16054819111089647}",20,6,24.323006290046806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.1589427091997875}",30,4,39.17085970188679,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
